 #! FIELDS time phi psi
 0.00000000  1.15888700  -0.06249300
 1.00000000  1.11121900  -0.60369600
 2.00000000  0.72807200  -1.03536200
 3.00000000  1.01250300  -1.15783900
 4.00000000  1.15920500  -0.68359300
 5.00000000  1.06348900  -0.36388200
 6.00000000  1.23540800  -0.69272600
 7.00000000  1.31228200  -1.08459500
 8.00000000  1.00833100  -0.67747000
 9.00000000  0.91322000  -0.42844800
 10.00000000  1.15133100  -0.56809000
 11.00000000  1.01350800  -0.97328200
 12.00000000  0.89609100  -0.72060500
 13.00000000  0.90751400  -0.11544200
 14.00000000  1.01069200  -0.89547400
 15.00000000  1.04042800  -0.99652400
 16.00000000  0.90415500  -0.22304700
 17.00000000  1.04117800  -0.40248700
 18.00000000  1.26176300  -1.03299500
 19.00000000  1.14083200  -0.91339000
 20.00000000  1.04883100  -0.44098700
 21.00000000  0.98397000  -0.73279800
 22.00000000  1.10317900  -1.14292400
 23.00000000  1.12033300  -0.53003200
 24.00000000  1.01727600  -0.29543300
 25.00000000  1.04243700  -0.52535500
 26.00000000  1.02919100  -0.83778100
 27.00000000  1.00426200  -0.82225500
 28.00000000  1.10440500  -0.86452900
 29.00000000  1.09854300  -0.63540600
 30.00000000  1.13566700  -0.32770600
 31.00000000  1.05146900  -0.63256800
 32.00000000  1.05354500  -0.40493300
 33.00000000  0.94766700  -0.81691500
 34.00000000  0.92713400  -1.36871700
 35.00000000  1.04800700  -0.98867600
 36.00000000  1.29069100  -0.23909200
 37.00000000  0.78052500  -0.03795500
 38.00000000  1.08896500  -0.15922200
 39.00000000  1.01898900  -0.37955700
 40.00000000  0.83036000  -1.01919100
 41.00000000  1.22458600  -0.91639500
 42.00000000  1.07321400  -1.16524000
 43.00000000  1.07926900  -1.43280200
 44.00000000  1.02441600  -0.57041500
 45.00000000  0.96381900  0.17597900
 46.00000000  0.98846400  -0.18648600
 47.00000000  1.02071200  -0.39657100
 48.00000000  0.96923400  -0.89153700
 49.00000000  0.92459500  -0.29216800
 50.00000000  0.68720600  0.73548800
 51.00000000  1.16739500  -0.56618500
 52.00000000  0.75588800  -1.91702600
 53.00000000  0.98733000  -1.27108000
 54.00000000  1.09449500  -0.32886100
 55.00000000  0.87370800  -0.36512900
 56.00000000  1.20317400  -1.05730600
 57.00000000  1.08524600  -1.04489300
 58.00000000  1.08997200  -0.76284400
 59.00000000  1.19228400  -0.89023700
 60.00000000  1.03988200  -0.66441600
 61.00000000  1.25576900  -0.46425200
 62.00000000  0.95021600  -0.30599000
 63.00000000  1.05050800  -0.75887100
 64.00000000  1.05962300  -1.35129400
 65.00000000  0.93863600  -0.92376100
 66.00000000  1.05381300  -0.29255400
 67.00000000  0.83874200  -1.08964900
 68.00000000  1.20401900  -1.11041700
 69.00000000  0.92432700  -0.99741700
 70.00000000  1.14335200  -0.54415600
 71.00000000  0.87674600  -0.72819800
 72.00000000  1.03614100  -0.39062900
 73.00000000  0.97912200  -0.62223700
 74.00000000  1.25353300  -0.68845800
 75.00000000  1.24199400  -1.56064200
 76.00000000  1.22397000  -0.59908400
 77.00000000  1.12487500  -0.37125000
 78.00000000  1.21483200  -0.63046400
